,title,pays,deadline,lien,remaining_times
153,"Digital Registration, Monitoring And Risk Management System In Aade And Preparation Of A Business Continuity Plan",Greece,2023-10-30,https://www.globaltenders.com/tender-detail/digital-registration-monitoring-and-risk-ma-72757578,21.0 days
154,"Section 2: Smart Parking System, Smart City Platform, Pedestrian Access And Control System (Submersible Bollards), Traffic Control And Management System, With The Criteria For Awarding The Most Economically Advantageous Offer Such As This Will Arise Based On The Best Value For Money.",Greece,2023-11-03,https://www.globaltenders.com/tender-detail/section-2-smart-parking-system-smart-city-72737521,25.0 days
155,"Strengthening Micromobility In The Municipality Of Thebes ""34430000 - 0"" - ""Bicycles"" ""31681500 - 8"" - ""Charging Devices"" ""48781000 - 6"" - ""System Management Software Packages"" ""51612000 - 5"" - ""Information Processing Equipment Installation Services"" ""80533100 - 0"" - ""Computer Training Services"" ""72212421 - 6"" - ""Facilities Management Software Development Services"" ""71356300 - 1"" - ""Technical Support Services"" ""79993100 - 2"" - ""Facilities Management Services"" ""50111100 - 7"" - ""Vehicle Fleet Management Services"" ""79342200 - 5"" - ""Promotion Services"" ""79341400 - 0"" - ""Advertising Services"" Amount: €248,000.00 (Including Vat 24%)",Greece,2023-10-23,https://www.globaltenders.com/tender-detail/strengthening-micromobility-in-the-municipal-72737514,14.0 days
156,"Supply Of Personal Computers, Software And Related Services For The Customs And Excise Department To Be Completed Within 16 Weeks From The Date Of Commencement New",Hong Kong,2023-11-21,https://www.globaltenders.com/tender-detail/supply-of-personal-computers-software-and-r-72797285,43.0 days
157,Supply Of Licence Extension Of Mobile Device Management Software To The Hong Kong Police Force,Hong Kong,2023-11-08,https://www.globaltenders.com/tender-detail/supply-of-licence-extension-of-mobile-device-72797280,30.0 days
158,Provision of Data Platform for Hong Kong Tourism Board,Hong Kong,2023-11-10,https://www.globaltenders.com/tender-detail/provision-of-data-platform-for-hong-kong-tou-72740989,32.0 days
159,Tender For The Supply Of Server Software Licence And Provision Of Related Services To The Office Of The Government Chief Information Officer New,Hong Kong,2023-11-16,https://www.globaltenders.com/tender-detail/tender-for-the-supply-of-server-software-lic-72737566,38.0 days
160,Provision Of Shelving And End Processing Services Of Library Materials To Hong Kong Central Library (Lending Services) Of The Leisure And Cultural Services Department New,Hong Kong,2023-10-27,https://www.globaltenders.com/tender-detail/provision-of-shelving-and-end-processing-ser-72737563,18.0 days
161,"Tender For The Supply And Installation Of Automation Systems, Medication Dispensing For Department Of Pharmacy Of North District Community Health Centre, New Territories East Cluster, Hospital Authority",Hong Kong,2023-10-25,https://www.globaltenders.com/tender-detail/tender-for-the-supply-and-installation-of-au-72495723,16.0 days
162,Provision Of Services On The Generation Of 3D Indoor Map Of The New Territories And Islands For The Lands Department,Hong Kong,2023-11-06,https://www.globaltenders.com/tender-detail/provision-of-services-on-the-generation-of-3-72487641,28.0 days
163,Tender For The Supply Of User Software Licence And Provision Of Related Services To The Office Of The Government Chief Information Officer,Hong Kong,2023-11-06,https://www.globaltenders.com/tender-detail/tender-for-the-supply-of-user-software-licen-72487640,28.0 days
164,Supply Of Licence Extension Of Mobile Device Management Software To The Hong Kong Police Force New,Hong Kong,2023-11-08,https://www.globaltenders.com/tender-detail/supply-of-licence-extension-of-mobile-device-72423059,30.0 days
165,"Market Information for the Design, Supply, Implementation and Maintenance of Digital Certificate Management System for the Chinese Medicine Hospital",Hong Kong,2023-10-21,https://www.globaltenders.com/tender-detail/market-information-for-the-design-supply-i-72373258,12.0 days
166,It Expert Services (Itsz23),Hungary,2023-10-27,https://www.globaltenders.com/tender-detail/it-expert-services-itsz23-72773486,18.0 days
167,Bank Card Acceptance Pos Terminals,Hungary,2023-11-08,https://www.globaltenders.com/tender-detail/bank-card-acceptance-pos-terminals-72769258,30.0 days
168,Development Of A New Announcement Management System,Hungary,2023-10-21,https://www.globaltenders.com/tender-detail/development-of-a-new-announcement-management-72769254,12.0 days
169,Acquisition Of Servers,Hungary,2023-11-03,https://www.globaltenders.com/tender-detail/acquisition-of-servers-72766987,25.0 days
170,Acquisition Of An Hr Working Time Registration System,Hungary,2023-11-06,https://www.globaltenders.com/tender-detail/acquisition-of-an-hr-working-time-registrati-72749602,28.0 days
171,"Procurement Of Hardware, Software Tools, Services",Hungary,2023-11-02,https://www.globaltenders.com/tender-detail/procurement-of-hardware-software-tools-ser-72584647,24.0 days
172,Renewal Of Cyberark Pim Support (Kbf/617/2023),Hungary,2023-10-30,https://www.globaltenders.com/tender-detail/renewal-of-cyberark-pim-support-kbf617202-72522899,21.0 days
173,Sbv Studio Equipment And Software,Hungary,2023-10-14,https://www.globaltenders.com/tender-detail/sbv-studio-equipment-and-software-72471337,5.0 days
174,Quality Assurance Of Navasz Project Results,Hungary,2023-10-14,https://www.globaltenders.com/tender-detail/quality-assurance-of-navasz-project-results-72468492,5.0 days
175,Parking Control And Management System In Operation*,Hungary,2023-10-31,https://www.globaltenders.com/tender-detail/parking-control-and-management-system-in-ope-72467220,22.0 days
176,"Notice Inviting Re-E-Tender For Procurement Of Rabies Vaccines, For Two Years From The Date Of Aoc At Cms, Kolkata",India,2023-11-22,https://www.globaltenders.com/tender-detail/notice-inviting-re-e-tender-for-procurement-72824186,44.0 days
177,"Notice Inviting E-Tender For Procurement Of Drug Items Under Table-A, For Two Years From The Date Of Aoc At Cms, Kolkata",India,2023-11-23,https://www.globaltenders.com/tender-detail/notice-inviting-e-tender-for-procurement-of-72824185,45.0 days
178,"Provision FOR XEROX SHOP AT RGUKT, BASAR PREMISES",India,2023-10-16,https://www.globaltenders.com/tender-detail/provision-for-xerox-shop-at-rgukt-basar-pre-72823450,7.0 days
179,Items: Office Suite Software (V2) Quantity: 6,India,2023-10-17,https://www.globaltenders.com/tender-detail/items-office-suite-software-v2-quantity-72823326,8.0 days
180,"Windows 10 Pro Version 22H2 With Key,Quick Heal Antivirus 10 Users With 1 Yr Validity,Ms Office 202 Quantity: 11",India,2023-10-17,https://www.globaltenders.com/tender-detail/windows-10-pro-version-22h2-with-keyquick-h-72823304,8.0 days
181,"Main Engines With Accessories, Obs, Tools, Commissioning Spares,Documentation,Service Assistance And Propulsion System Integration.",India,2023-10-30,https://www.globaltenders.com/tender-detail/main-engines-with-accessories-obs-tools-c-72823051,21.0 days
182,Providing Of Networking Services And Related Core Infrastructure For New Hostel In Iiser Mohali-1634,India,2023-10-27,https://www.globaltenders.com/tender-detail/providing-of-networking-services-and-related-72822952,18.0 days
183,Firewall - Ngfw_ Schedule 1_ Item_ 10_ M9630159999_ 700069823 Quantity: 3,India,2023-10-19,https://www.globaltenders.com/tender-detail/firewall-ngfw_-schedule-1_-item_-10_-m9630-72822845,10.0 days
184,"Eeg Amplifier,Recorder Software For Eeg,Li Ion Battery,Active Eeg Electrodes Ag,Hi Chloride Gel Quantity: 36",India,2023-10-21,https://www.globaltenders.com/tender-detail/eeg-amplifierrecorder-software-for-eegli-i-72822799,12.0 days
185,"Supply And Installation Of Auto Cad Software Latest Version,Supply And Installation Trimble Sketup Quantity: 17",India,2023-10-17,https://www.globaltenders.com/tender-detail/supply-and-installation-of-auto-cad-software-72822625,8.0 days
186,Buy A Server,Iran,2023-10-16,https://www.globaltenders.com/tender-detail/buy-a-server-72525716,7.0 days
187,"Supplying Spare Parts For Solar Turbines (Public Tender 2002001105000136) - Product Management/Engineering, Construction Development And Product Resources",Iran,2023-10-31,https://www.globaltenders.com/tender-detail/supplying-spare-parts-for-solar-turbines-pu-72517291,22.0 days
188,"Provision for design, implementation and troubleshooting of the complex cathodic protection system under number 02-35",Iran,2023-10-07,https://www.globaltenders.com/tender-detail/provision-for-design-implementation-and-tro-72291679,-2.0 days
189,Provision for consulting for the basic design of the project of updating the precision instrument equipment and control system of the phthalic anhydride unit of the Farabi Petrochemical Complex,Iran,2023-10-07,https://www.globaltenders.com/tender-detail/provision-for-consulting-for-the-basic-desig-72291677,-2.0 days
190,"Provision for Troubleshooting, design and implementation of integrated earthing system",Iran,2023-10-07,https://www.globaltenders.com/tender-detail/provision-for-troubleshooting-design-and-im-72291675,-2.0 days
191,"Purchase, installation, warranty and support of 10 HP DL380 G10 PLUS server computers",Iran,2023-10-14,https://www.globaltenders.com/tender-detail/purchase-installation-warranty-and-support-72223157,5.0 days
192,Basic Repair Of 9 Main Items Of Reston Turbine (Public Tender 2002001105000117) - Product Management/Development Engineering And Product Resources,Iran,2023-10-21,https://www.globaltenders.com/tender-detail/basic-repair-of-9-main-items-of-reston-turbi-71594955,12.0 days
193,"Entering Into A Contract For The Provision Of Delivery, Installation, Maintenance And Integration Services Of As-400 Systems Manufactured By Ibm For The Airports Authority",Israel,2023-11-06,https://www.globaltenders.com/tender-detail/entering-into-a-contract-for-the-provision-o-72371994,28.0 days
194,"Contract with SMART X for contract renewal, for licensing, support and maintenance for SMART X's CONTROL UP backup software.",Israel,2023-10-17,https://www.globaltenders.com/tender-detail/contract-with-smart-x-for-contract-renewal-72238399,8.0 days
195,Public Tender No. 03/2023 For Gas Supply Services To The Geological Institute,Israel,2023-10-22,https://www.globaltenders.com/tender-detail/public-tender-no-032023-for-gas-supply-ser-72059422,13.0 days
196,"Provision for maintenance services, content uploading and clearing to the Council's website",Israel,2023-10-08,https://www.globaltenders.com/tender-detail/provision-for-maintenance-services-content-72009477,-1.0 days
197,"Supply of photocopiers and printers including support services, maintenance, and consumables",Israel,2023-10-16,https://www.globaltenders.com/tender-detail/supply-of-photocopiers-and-printers-includin-72009472,7.0 days
198,Provision for the management of investment portfolios for the Municipality of Modi'in Illit,Israel,2023-10-24,https://www.globaltenders.com/tender-detail/provision-for-the-management-of-investment-p-72009438,15.0 days
199,Request For Information (Rfi) 105-2023 Information Management System In Lims Laboratories,Israel,2023-10-15,https://www.globaltenders.com/tender-detail/request-for-information-rfi-105-2023-infor-71998901,6.0 days
200,Provision of software services for the further development of a competition management system,Israel,2023-10-13,https://www.globaltenders.com/tender-detail/provision-of-software-services-for-the-furth-71997135,4.0 days
201,Provision for Simplex Mapping Solutions Ltd. as a sole supplier,Israel,2023-10-17,https://www.globaltenders.com/tender-detail/provision-for-simplex-mapping-solutions-ltd-71997121,8.0 days
202,Provision for Hop On Mobility provider as a single provider,Israel,2023-10-17,https://www.globaltenders.com/tender-detail/provision-for-hop-on-mobility-provider-as-a-71997119,8.0 days
203,"Pnrr M6C2 1.3.1 Fse 2.0: Innovation, Research, And Digitalisation Of The Health Service - Strengthening The Technological Infrastructure And Tools For Data Collection, Processing, Analysis And Simulation (Fse) Negotiated Procedure Without Publication Of A Notice, Pursuant To Art. 76, Paragraph 2, Letter B), Point 3) Of Legislative Decree 31 March 2023, N. 36, For The F.S.E. Adaptation 2.0 Cig A014E11Ef8 – Cup G14E23000010007",Italy,2023-10-13,https://www.globaltenders.com/tender-detail/pnrr-m6c2-131-fse-20-innovation-researc-72821151,4.0 days
204,"Pnrr Financed By The European Union – Nextgenerationeu Pnrr M6C2 1.3.1 Esf 2.0: Innovation, Research, And Digitalisation Of The Health Service – Strengthening The Technological Infrastructure And Tools For Data Collection, Processing, Analysis And Simulation (Fse) Negotiated Procedure Without Publication Of A Notice, Pursuant To Art. 76, Paragraph 2, Letter B), Point 3) Of Legislative Decree 31 March 2023, N. 36, For The F.S.E. Adaptation 2.0 – Intersystems Italia S.R.L. Cig A014873C4C – Affiliate Sector 8651 – Pnrr 8 – Cup G14E23000010007.",Italy,2023-10-13,https://www.globaltenders.com/tender-detail/pnrr-financed-by-the-european-union-next-72821138,4.0 days
205,"Provision Of Commvault Support, Maintenance And Licenses",Italy,2023-10-27,https://www.globaltenders.com/tender-detail/provision-of-commvault-support-maintenance-72808264,18.0 days
206,"Exploratory Notice Pursuant To Art.77 Of The Legislative Decree. N. 36 'Purchase Of The Equipment ""A Leica Blk2Fly Autonomous Flying Laser Scanner And A License Of The Cyclone Register 360 Plus (Blk Edition) Software For The",Italy,2023-10-17,https://www.globaltenders.com/tender-detail/exploratory-notice-pursuant-to-art77-of-the-72768091,8.0 days
207,022206/2023 Professional Assignment Of Professional And Technical Works Related To Support To The Works Management In The Context Of The Energy Efficiency Interventions Of Approximately 247 Erp Accommodations In The Province Of Lucca For A Period Of 12 Months (Cig: Z1B3Cbd08E),Italy,,https://www.globaltenders.com/tender-detail/0222062023-professional-assignment-of-profe-72765517,nan days
208,022150/2023 Replacement Of French Windows In Erp Accommodation Located In Viareggio Q.Re Allende Via 8 Marzo 23 Cod 003301150310 Financing Of Ordinary Maintenance Funds (Cig: Zb23Ca0F05),Italy,,https://www.globaltenders.com/tender-detail/0221502023-replacement-of-french-windows-in-72765509,nan days
209,022814/2023 Press Tour Organization Service As Part Of The Buyfood 2023 Event (Cig: Zda3Cba4Ee),Italy,,https://www.globaltenders.com/tender-detail/0228142023-press-tour-organization-service-72765508,nan days
210,021405/2023 Management Service For Administrative Violations Of The Highway Code 2023 -5 (Cig: Z713C78519),Italy,,https://www.globaltenders.com/tender-detail/0214052023-management-service-for-administr-72765506,nan days
211,"017184/2023 Provision Of Activation, Integration And Configuration Services Of New Taxonomic Codes For Collection Services On The Pagopa Platform (Cig: 99726245Aa)",Italy,,https://www.globaltenders.com/tender-detail/0171842023-provision-of-activation-integra-72765488,nan days
212,058698/2023 Assignment Of The Assignment For The Update Of The Siemens Desigo Insight Software (Cig: Z413C97Ae8),Italy,,https://www.globaltenders.com/tender-detail/0586982023-assignment-of-the-assignment-for-72763108,nan days
213,Ai Bridging Cloud Infrastructure For Developing Real-World Foundation Models 1 Set,Japan,2023-10-21,https://www.globaltenders.com/tender-detail/ai-bridging-cloud-infrastructure-for-develop-72766681,12.0 days
214,Financial Accounting System 1 Set,Japan,2023-10-21,https://www.globaltenders.com/tender-detail/financial-accounting-system-1-set-72766672,12.0 days
215,Material Management System 1Set,Japan,2023-10-21,https://www.globaltenders.com/tender-detail/material-management-system-1set-72766671,12.0 days
216,Use Of License Of Web Of Science Data Bases 1 Set,Japan,2023-10-21,https://www.globaltenders.com/tender-detail/use-of-license-of-web-of-science-data-bases-72766665,12.0 days
217,"Fiscal Year 2023, The Works For The Development Construction Department Jurisdiction 4 Office File Server Of Supporting And Product To Be Leased",Japan,2023-11-15,https://www.globaltenders.com/tender-detail/fiscal-year-2023-the-works-for-the-developm-72766654,37.0 days
218,"Specifications Related To Work Such As Environment Construction Of Attendance Management System, 1 Set",Japan,2023-10-21,https://www.globaltenders.com/tender-detail/specifications-related-to-work-such-as-envir-72766653,12.0 days
219,X-Ray Functional Molecule Design Server,Japan,2023-10-26,https://www.globaltenders.com/tender-detail/x-ray-functional-molecule-design-server-72753636,17.0 days
220,"Support Of Tax-Free Sales Management System, 1 Set",Japan,2023-10-19,https://www.globaltenders.com/tender-detail/support-of-tax-free-sales-management-system-72710815,10.0 days
221,"Accounting System Renewal 2025 Requirements Definition Process Support Operations And Product Provision, 1 Set",Japan,2023-10-20,https://www.globaltenders.com/tender-detail/accounting-system-renewal-2025-requirements-72710807,11.0 days
222,Jfy2023 Programming In Gpm Server Of Earth Observation Satellite Mission External Interface Gateway (1 Set),Japan,2023-10-20,https://www.globaltenders.com/tender-detail/jfy2023-programming-in-gpm-server-of-earth-o-72710806,11.0 days
223,Provision of fund management and accounting services,Kenya,2023-10-19,https://www.globaltenders.com/tender-detail/provision-of-fund-management-and-accounting-72806645,10.0 days
224,Provision of team building facilitation services,Kenya,2023-10-19,https://www.globaltenders.com/tender-detail/provision-of-team-building-facilitation-serv-72806640,10.0 days
225,Provision of IT consultancy services,Kenya,2023-10-19,https://www.globaltenders.com/tender-detail/provision-of-it-consultancy-services-72806637,10.0 days
226,Provision of Internet and Allied Services,Kenya,2023-10-19,https://www.globaltenders.com/tender-detail/provision-of-internet-and-allied-services-72806006,10.0 days
227,"Provision of Network Infrastructure Services, Data Communication Services, Computer Networks and Structured Cabling",Kenya,2023-10-19,https://www.globaltenders.com/tender-detail/provision-of-network-infrastructure-services-72806001,10.0 days
228,"Supply and maintenance of telecommunication equipment (phones, routers, cisco, PABX etc.)",Kenya,2023-10-19,https://www.globaltenders.com/tender-detail/supply-and-maintenance-of-telecommunication-72805932,10.0 days
229,Procurement of Annual Support and Maintenance Services for the Oracle Supercluster Services Software (Renewal of Software Licenses),Kenya,2023-10-31,https://www.globaltenders.com/tender-detail/procurement-of-annual-support-and-maintenanc-72797259,22.0 days
230,"Provision, Review, Optimize and Renewal, of Microsoft Licenses for a Period of Three (3) Years",Kenya,2023-10-17,https://www.globaltenders.com/tender-detail/provision-review-optimize-and-renewal-of-72797255,8.0 days
231,Procurement of Support and Maintenance Services of the Cybersecurity Solution (Fortinet),Kenya,2023-10-31,https://www.globaltenders.com/tender-detail/procurement-of-support-and-maintenance-servi-72797253,22.0 days
232,PROVISION OF CONSULTANCY SERVICES ON DATA PROTECTION TRAINING AND CONDUCT A GAP ANALYSIS OF THE ORGANISATION IN RELATION TO THE DATA PROTECTION ACT,Kenya,2023-10-13,https://www.globaltenders.com/tender-detail/provision-of-consultancy-services-on-data-pr-72791929,4.0 days
233,Maintenance Of The Bonus Standard Version Of The Payroll Accounting Program With An Additional Personnel Accounting Module And The Accounting Program Labbis Vsafas Standard Version,Lithuania,2023-11-06,https://www.globaltenders.com/tender-detail/maintenance-of-the-bonus-standard-version-of-72773090,28.0 days
234,"(Ps-23-058) Purchase Of Installation, Service And Development Services Of Digital Platform Products Of Group Companies",Lithuania,2023-10-27,https://www.globaltenders.com/tender-detail/ps-23-058-purchase-of-installation-servic-72772200,18.0 days
235,Technical Specification - Smart Cash Register Kit With Software/ Installation And Training,Lithuania,2023-10-13,https://www.globaltenders.com/tender-detail/technical-specification-smart-cash-registe-72772151,4.0 days
236,Software Maintenance And Management Services (Dvs),Lithuania,2023-10-12,https://www.globaltenders.com/tender-detail/software-maintenance-and-management-services-72772135,3.0 days
237,Installation And Maintenance Service Of Non-Formal Children'S Education And Electronic Student Certificate Management System,Lithuania,2023-10-12,https://www.globaltenders.com/tender-detail/installation-and-maintenance-service-of-non-72772112,3.0 days
238,Installation Of Electronic Hot Water Meter Remote Data Collection Systems In Apartment Buildings In Marijampolė And Hot Water Meter Data Collection And Transmission Services,Lithuania,2023-10-16,https://www.globaltenders.com/tender-detail/installation-of-electronic-hot-water-meter-r-72772109,7.0 days
239,(U4-19) Implementation Services For The Organization Of Verification Of Compliance With Established Energy Efficiency Requirements In Buildings,Lithuania,2023-11-10,https://www.globaltenders.com/tender-detail/u4-19-implementation-services-for-the-orga-72772098,32.0 days
240,Servers (For Collecting And Storing Data From Video Surveillance Cameras),Lithuania,2023-10-13,https://www.globaltenders.com/tender-detail/servers-for-collecting-and-storing-data-fro-72772096,4.0 days
241,Public Procurement Of 360 Suite License Support Services,Lithuania,2023-10-20,https://www.globaltenders.com/tender-detail/public-procurement-of-360-suite-license-supp-72772090,11.0 days
242,Procurement Of Project Proposal And Initial Budget Preparation Services,Lithuania,2023-10-17,https://www.globaltenders.com/tender-detail/procurement-of-project-proposal-and-initial-72772087,8.0 days
243,The Eurohpc Convergence Platform,Luxembourg,2023-11-17,https://www.globaltenders.com/tender-detail/the-eurohpc-convergence-platform-72766052,39.0 days
244,Development And Maintenance Of An It Application Aimed At Developing A Building Energy Performance Register (Mea-Rpe),Luxembourg,2023-12-01,https://www.globaltenders.com/tender-detail/development-and-maintenance-of-an-it-applica-72584183,53.0 days
245,Supply And Maintenance Of A Backup Solution For Robert Schuman Hospitals,Luxembourg,2023-11-02,https://www.globaltenders.com/tender-detail/supply-and-maintenance-of-a-backup-solution-72538456,24.0 days
246,The Object Of The Contract Consists Of The Development Of An It Solution And Ensuring Its Corrective And Evolutionary Maintenance For A Period Of Two Years.,Luxembourg,2023-12-01,https://www.globaltenders.com/tender-detail/the-object-of-the-contract-consists-of-the-d-72538454,53.0 days
247,Front-End Integrator For State Websites,Luxembourg,2023-11-02,https://www.globaltenders.com/tender-detail/front-end-integrator-for-state-websites-72525995,24.0 days
248,"The Contract Consists Of Assisting The Ctie In Carrying Out Web Projects That The Ctie Carries Out On Behalf Of Its Various Clients, And More Particularly For The Development Of State Websites.",Luxembourg,2023-11-02,https://www.globaltenders.com/tender-detail/the-contract-consists-of-assisting-the-ctie-72478706,24.0 days
249,Provision Of Licenses And Maintenance Services For Veeam Backup Solutions Of The Grand Ducal Police From 2024 To 2027,Luxembourg,2023-10-24,https://www.globaltenders.com/tender-detail/provision-of-licenses-and-maintenance-servic-72257311,15.0 days
250,Provision Of Licenses And Maintenance Services For The Grand-Ducal Police'S Netbackup Backup Solutions From 2024 To 2025,Luxembourg,2023-10-24,https://www.globaltenders.com/tender-detail/provision-of-licenses-and-maintenance-servic-72252080,15.0 days
251,On-Site Support For The Maintenance And Monitoring Of Microsoft Core Platforms From 2024 To 2027,Luxembourg,2023-10-24,https://www.globaltenders.com/tender-detail/on-site-support-for-the-maintenance-and-moni-72250801,15.0 days
252,"Development And Maintenance Of An Application For Managing The Safety And Health Of Agents And Students In State, Municipal And Educational Establishments",Luxembourg,2023-11-10,https://www.globaltenders.com/tender-detail/development-and-maintenance-of-an-applicatio-72244225,32.0 days
253,"Supply, Installation, Testing And Commissioning Of Servers At The Disaster Recovery Center For Ict Security Klang Municipal Council",Malaysia,2023-10-24,https://www.globaltenders.com/tender-detail/supply-installation-testing-and-commission-72772565,15.0 days
254,"Supplying, Delivery, Installing, Testing, Training, Commissioning, Maintaining Hardware, Software And Server Services For Cctv System Installation In Phase 1 Council Stands For Petaling Jaya City Council",Malaysia,2023-10-26,https://www.globaltenders.com/tender-detail/supplying-delivery-installing-testing-tr-72772563,17.0 days
255,"Supply, Install, Test And Certify Antivirus Software Centrally (License Renewal) As Well As Preventive Maintenance And Technical Support For A Period Of (3) Years For The Use Of The Selangor State Public Works Department",Malaysia,2023-10-12,https://www.globaltenders.com/tender-detail/supply-install-test-and-certify-antivirus-72658329,3.0 days
256,"SUPPLYING, SHIPPING, INSTALLATION, TESTING AND COMMISSIONING USING THREE (3) LED ANDROID TV UNITS AND THREE (3) ANDROID SMART LED TV PANEL UNITS AT HOSPITAL TUANKU KHANSELOR MUHRIZ UKM",Malaysia,2023-10-10,https://www.globaltenders.com/tender-detail/supplying-shipping-installation-testing-a-72645221,1.0 days
257,Providing Network Services and Internet Access on Lease to Labuan Corporations for a Period of 36 Months,Malaysia,2023-10-18,https://www.globaltenders.com/tender-detail/providing-network-services-and-internet-acce-72585863,9.0 days
258,"COMPUTER SOFTWARE, OPERATING SYSTEM, DATABASE, OFF-THE-SHELF PACKAGES INCLUDING MAINTENANCE",Malaysia,2023-10-24,https://www.globaltenders.com/tender-detail/computer-software-operating-system-databas-72585846,15.0 days
259,HARDWARE AND SOFTWARE LEASING/RENTING,Malaysia,2023-10-24,https://www.globaltenders.com/tender-detail/hardware-and-software-leasingrenting-72585845,15.0 days
260,PROCUREMENT OF NETWORK PERFORMANCE MONITORING TOOL,Malaysia,2023-10-27,https://www.globaltenders.com/tender-detail/procurement-of-network-performance-monitorin-72584297,18.0 days
261,"SUPPLY PRICE, SHIPPING, INSTALLING, CONFIGURE AS WELL TESTING FOR USE HARDWARE AND SOFTWARE HYPERCONVERGED INFRASTRUCTURE (HCI) FOR THE BOARD PINEAPPLE INDUSTRY MALAYSIA",Malaysia,2023-10-10,https://www.globaltenders.com/tender-detail/supply-price-shipping-installing-configur-72584226,1.0 days
262,To Renew Fortinet Web Application Firewall (Fortiweb) Subscription For 1 Year,Malaysia,2023-10-17,https://www.globaltenders.com/tender-detail/to-renew-fortinet-web-application-firewall-72583012,8.0 days
263,Procurement Of Software Development Services - Dps060/20,Malta,2024-11-01,https://www.globaltenders.com/tender-detail/procurement-of-software-development-services-72766471,389.0 days
264,"Tender For The Drafting Of A Digitisation Plan For The Malta Tourism Observatory (Malta Tourism Authority), As Part Of The Tourism Strategic Plan 2021-2030 (Spd2/2023/064)",Malta,2023-11-01,https://www.globaltenders.com/tender-detail/tender-for-the-drafting-of-a-digitisation-pl-72711189,23.0 days
265,"Spd3/2023/054 - Tender For The Commissioning Of An Occupational Health And Safety [Ohs] And Fire Prevention And Control Management System [Fpcms], Provided As Support Services To Mgoz",Malta,2023-11-07,https://www.globaltenders.com/tender-detail/spd32023054-tender-for-the-commissioning-72653248,29.0 days
266,Spd1/2023/075 - Tender For The Renewal Hpe Imc Standard Platform Support Subscription License For Meyr,Malta,2023-10-24,https://www.globaltenders.com/tender-detail/spd12023075-tender-for-the-renewal-hpe-i-72602407,15.0 days
267,Reissue Of Cfq For The Decommissioning And Dismantling Of Existing Air Conditioning Units And The Design And Build Of A New Server Room Ac System To High Energy And Environmental Performance Standards,Malta,2023-10-23,https://www.globaltenders.com/tender-detail/reissue-of-cfq-for-the-decommissioning-and-d-72528282,14.0 days
268,Procurement Of A Corporate Electronic Document Management System (Cedms) - T035/23,Malta,2023-11-01,https://www.globaltenders.com/tender-detail/procurement-of-a-corporate-electronic-docume-72469656,23.0 days
269,Spd6/2023/049 - Services - Framework Contract For The Provision Of Advisory And Representation Services (Legal And Data Protection) - Energy And Water Agency,Malta,2023-10-30,https://www.globaltenders.com/tender-detail/spd62023049-services-framework-contrac-72466705,21.0 days
270,Provision Of Specialised It Resources - Dps 061/23,Malta,2028-09-24,https://www.globaltenders.com/tender-detail/provision-of-specialised-it-resources-dps-72374316,1812.0 days
271,"Request For Quotations - Provision Of Backdrop And Leasing Of Platform Including Delivery, Set-Up And Dismantling For Interreg Italia-Malta 2021-2027 Networking Event",Malta,2023-10-05,https://www.globaltenders.com/tender-detail/request-for-quotations-provision-of-backdr-72331751,-4.0 days
272,Call For Quotations For The Provision Of A Venue And Catering Facilities For Interreg Italia-Malta 2021-2027 Networking Event,Malta,2023-10-06,https://www.globaltenders.com/tender-detail/call-for-quotations-for-the-provision-of-a-v-72269627,-3.0 days
273,Announcement Of Voluntary Transparency Regarding Key Management System (Reservation Software),Netherlands,,https://www.globaltenders.com/tender-detail/announcement-of-voluntary-transparency-regar-72785446,nan days
274,Bzk Ea Support Elections,Netherlands,,https://www.globaltenders.com/tender-detail/bzk-ea-support-elections-72785440,nan days
275,N029 - 002 - Saas Hr - Purchasing And Finance Scalda (Erp),Netherlands,2023-10-21,https://www.globaltenders.com/tender-detail/n029-002-saas-hr-purchasing-and-financ-72785429,12.0 days
276,Planning And Scheduling Functionality,Netherlands,2023-10-21,https://www.globaltenders.com/tender-detail/planning-and-scheduling-functionality-72785423,12.0 days
277,Software S&B Optimization Ambulance Care,Netherlands,2023-10-21,https://www.globaltenders.com/tender-detail/software-sb-optimization-ambulance-care-72776657,12.0 days
278,Delivery And Service Firewall Radboud University Medical Center - Announcement Of Voluntary Transparency In Advance,Netherlands,2023-10-21,https://www.globaltenders.com/tender-detail/delivery-and-service-firewall-radboud-univer-72775137,12.0 days
279,Announcement Of Voluntary Transparency Regarding Key Management System (Reservation Software),Netherlands,2023-10-21,https://www.globaltenders.com/tender-detail/announcement-of-voluntary-transparency-regar-72775129,12.0 days
280,Software S&B Optimization Ambulance Care,Netherlands,2023-10-21,https://www.globaltenders.com/tender-detail/software-sb-optimization-ambulance-care-72775111,12.0 days
281,N029 - 002 - Saas Hr - Purchasing And Finance Scalda (Erp),Netherlands,2023-11-17,https://www.globaltenders.com/tender-detail/n029-002-saas-hr-purchasing-and-financ-72775105,39.0 days
282,European Tender Learning Management System St. Boor,Netherlands,2023-10-21,https://www.globaltenders.com/tender-detail/european-tender-learning-management-system-s-72769573,12.0 days
283,9392 : Safety Camera Baseline Speed Data Collection,New Zealand,2023-11-22,https://www.globaltenders.com/tender-detail/9392-safety-camera-baseline-speed-data-col-72605434,44.0 days
